doi,title,relevant,tags
"10.1186/s12958-022-01019-9","New hyaluronan-based biomatrix for 3-D follicle culture yields functionally competent oocytes","no",[]
"10.1016/j.cell.2016.07.012","The Genetics of Transcription Factor DNA Binding Variation","no",[]
"10.26508/lsa.202302038","Chromatin in 3D distinguishes dMes-4/NSD and Hypb/ dSet2 in protecting genes from H3K27me3 silencing","no",[]
"10.1101/gad.281964.116","The second decade of 3C technologies: detailed insights into nuclear organization","no",[]
"10.1016/j.ceb.2012.11.001","Pluripotency in 3D: genome organization in pluripotent cells","no",[]
"10.1016/j.stem.2013.08.013","Long-Range Chromatin Contacts in Embryonic Stem Cells Reveal a Role for Pluripotency Factors and Polycomb Proteins in Genome Organization","no",[]
"10.1186/s13059-015-0728-8","Bipartite structure of the inactive mouse X chromosome","yes",[]
"10.1186/s13045-022-01271-x","3D chromatin architecture and transcription regulation in cancer","no",[]
"10.1126/sciadv.adj5101","Atlas of cardiac endothelial cell enhancer elements linking the mineralocorticoid receptor to pathological gene expression","no",[]
"10.1186/s13059-023-03018-4","3D organization of regulatory elements for transcriptional regulation in <i>Arabidopsis</i>","no",[]
"10.1186/s13059-021-02594-7","Diurnal RNAPII-tethered chromatin interactions are associated with rhythmic gene expression in rice","no",[]
"10.1039/c9lc00407f","Microfluidic epigenomic mapping technologies for precision medicine","no",[]
"10.1038/s41594-024-01375-7","A PRE loop at the <i>dac</i> locus acts as a topological chromatin structure that restricts and specifies enhancer-promoter communication","no",[]
"10.1007/s10577-013-9381-9","Emerin and histone deacetylase 3 (HDAC3) cooperatively regulate expression and nuclear positions of MyoD, Myf5, and Pax7 genes during myogenesis","no",[]
"10.1371/journal.pcbi.1008839","qc3C: Reference-free quality control for Hi-C sequencing data","no",[]
"10.1093/cvr/cvac136","Multimodality imaging and transcriptomics to phenotype mitral valve dystrophy in a unique knock-in Filamin-Arat model","no",[]
"10.3389/fcell.2023.1303862","Enhancers dysfunction in the 3D genome of cancer cells","no",[]
"10.3389/fgene.2021.734981","Editorial: Chromatin Spatial Configuration and Function in Metazoans","no",[]
"10.3390/genes6030520","One, Two, Three: Polycomb Proteins Hit All Dimensions of Gene Regulation","no",[]
"10.3390/cells12101357","CTCF and Its Multi-Partner Network for Chromatin Regulation","no",[]
"10.1016/j.gene.2023.147477","The transcription factors Creb1 and CEBPB regulate Sox9 promoter activity in TM4 Sertoli cells","no",[]
"10.1016/j.semcdb.2018.07.008","Modeling three-dimensional genomic organization in evolution and pathogenesis","no",[]
"10.1042/BST20220325","Unveiling dynamic enhancer-promoter interactions in Drosophila melanogaster","no",[]
"10.1097/HCO.0000000000001150","Epigenetic regulation of heart failure","no",[]
"","Analysis, Modeling, and Visualization of Chromosome Conformation Capture Experiments","no",[]
"10.1016/j.gde.2022.102001","Editorial overview: Understanding the biology of cancer genomes in the context of DNA, RNA, histone marks, and 3D chromatin organization","no",[]
"10.1038/s41587-022-01289-z","Identifying synergistic high-order 3D chromatin conformations from genome-scale nanopore concatemer sequencing","no",[]
"10.1016/j.sbi.2022.102493","Integrative studies of 3D genome organization and chromatin structure Marco Di Stefano and Giacomo Cavalli","no",[]
"","Quantitative 3D Analysis of Nuclear Morphology and Heterochromatin Organization from Whole-Mount Plant Tissue Using NucleusJ","no",[]
"","Chromatin 3D interactions mediate genetic effects on gene expression","no",[]
"","Effects of chromatin-nuclear envelope and chromatin-chromatin interactions on chromatin spatial accessibility from ensembles of single-cell 3D chromatin models at whole diploid genome scale","no",[]
"10.1016/j.cell.2016.02.007","The 3D Genome as Moderator of Chromosomal Communication","no",[]
"10.1016/j.molcel.2023.06.018","Spatial and temporal organization of the genome Current state and future aims of the 4D nucleome project","yes",[]
"10.1073/pnas.1019391108","CCCTC-binding factor (CTCF) and cohesin influence the genomic architecture of the <i>Igh</i> locus and antisense transcription in pro-B cells","no",[]
"10.1016/j.molcel.2022.03.018","Promoter and enhancer RNAs regulate chromatin reorganization and activation of miR-10b/HOXD locus, and neoplastic transformation in glioma","no",[]
"10.1111/1462-2920.15766","Subcellular architecture and metabolic connection in the planktonic photosymbiosis between Collodaria (radiolarians) and their microalgae","no",[]
"10.3390/jcm8111928","B4GALT1 Is a New Candidate to Maintain the Stemness of Lung Cancer Stem Cells","no",[]
"10.1371/journal.pgen.1006200","Formation of a Polycomb-Domain in the Absence of Strong Polycomb Response Elements","no",[]
"10.1073/pnas.0905281106","Quaternary structure of the human Cdt1-Geminin complex regulates DNA replication licensing","no",[]
"10.1016/j.cub.2018.01.073","The Dynamic Nature of the Nuclear Envelope","no",[]
"10.3390/ijms23042260","An RNA Polymerase III General Transcription Factor Engages in Cell Type-Specific Chromatin Looping","no",[]
"10.1080/19491034.2016.1261230","Tissue-specific NETs alter genome organization and regulation even in a heterologous system","no",[]
"10.1073/pnas.0811093106","<i>Arabidopsis</i> ORC1 is a PHD-containing H3K4me3 effector that regulates transcription","no",[]
"10.3389/fgene.2024.1469686","Identification of novel 3D-genome altering and complex structural variants underlying retinitis pigmentosa type 17 through a multistep and high-throughput approach","no",[]
"10.1101/gr.245027.118","Kinetics of <i>Xist</i>-induced gene silencing can be predicted from combinations of epigenetic and genomic features","no",[]
"10.1093/bioinformatics/btae352","Mariner: explore the Hi-Cs","no",[]
"10.3389/fgene.2023.1129207","Chromosome conformation capture approaches to investigate 3D genome architecture in Ankylosing Spondylitis","no",[]
"10.3389/fcell.2024.1294510","Evolutionarily conserved enhancer-associated features within the <i>MYEOV</i> locus suggest a regulatory role for this non-coding DNA region in cancer","no",[]
"10.7554/eLife.31437","The formation of the light-sensing compartment of cone photoreceptors coincides with a transcriptional switch","no",[]
"10.1016/j.molcel.2020.01.019","Regulation of Cohesin-Mediated Chromosome Folding by Eco1 and Other Partners","no",[]
"10.1016/j.jsb.2019.08.010","Quantification of the dynamic behaviour of ribosomal DNA genes and nucleolus during yeast <i>Saccharomyces cerevisiae</i> cell cycle","no",[]
"10.1371/journal.pcbi.1010392","Characterizing the variation in chromosome structure ensembles in the context of the nuclear microenvironment","no",[]
"10.1073/pnas.1609643113","Deletion of <i>DXZ4</i> on the human inactive X chromosome alters higher-order genome architecture","no",[]
"10.34133/2022/9780293","Accurate Identification of DNA Replication Origin by Fusing Epigenomics and Chromatin Interaction Information","no",[]
"10.1007/s40136-023-00495-w","SWI/SNF-Deficient Sinonasal Carcinomas: Multidisciplinary Research Perspectives","no",[]
"10.1101/gr.277187.122","Defining the separation landscape of topological domains for decoding consensus domain organization of the 3D genome","no",[]
"10.3389/fonc.2021.801691","The c-Myc/TBX3 Axis Promotes Cellular Transformation of Sarcoma-Initiating Cells","no",[]
"10.1016/j.molcel.2019.07.036","Transcription Factor-Directed Re-wiring of Chromatin Architecture for Somatic Cell Nuclear Reprogramming toward <i>trans</i>-Differentiation","no",[]
"10.1038/ncomms11549","Mining 3D genome structure populations identifies major factors governing the stability of regulatory communities","yes",[]
"10.1242/jcs.122119","PfSec13 is an unusual chromatin-associated nucleoporin of <i>Plasmodium falciparum</i> that is essential for parasite proliferation in human erythrocytes","no",[]
"10.1016/j.micron.2018.04.005","A fluorescence <i>in situ</i> staining method for investigating spores and vegetative cells of Clostridia by confocal laser scanning microscopy and structured illuminated microscopy","no",[]
"10.1038/s41436-020-00974-1","Interpreting the impact of noncoding structural variation in neurodevelopmental disorders","no",[]
"10.1186/s13059-024-03250-6","Comparative 3D genome analysis between neural retina and retinal pigment epithelium reveals differential <i>cis</i>-regulatory interactions at retinal disease loci","no",[]
"10.1103/PhysRevX.14.041020","DNA Replication and Polymer Chain Duplication Reshape the Genome in Space and Time","yes",[]
"10.1186/s12859-020-03937-0","Advantages of using graph databases to explore chromatin conformation capture experiments","no",[]
"10.1134/S0006297923050073","Nucleoid-Associated Proteins HU and IHF: Oligomerization in Solution and Hydrodynamic Properties","no",[]
"10.1016/j.jmb.2019.09.026","TADs as the Caller Calls Them","no",[]
"10.1126/science.1067799","Capturing chromosome conformation","no",[]
"10.1038/s41576-022-00530-4","New insights into genome folding by loop extrusion from inducible degron technologies","no",[]
"10.1016/j.gde.2019.07.001","Navigating through the nucleus with a virus","no",[]
"10.1016/j.gene.2018.05.090","Association between Psoriasis and haplotypes of the IgH 3′ Regulatory Region 1","no",[]
"10.1038/nrm.2016.151","Mapping the 3D genome: Aiming for consilience","no",[]
"10.1038/nsmb.3404","Capturing heterogeneity: single-cell structures of the 3D genome","no",[]
"","3D ANALYSIS REVEALS COUPLED DYNAMICS OF CHROMATIN AND NUCLEAR PORES IN THE HUMAN MALARIA PARASITE <i>PLASMODIUM FALCIPARUM</i>","no",[]
"10.15252/embr.202255146","CTCF shapes chromatin structure and gene expression in health and disease","no",[]
"10.1023/A:1024922626726","Spatial organization of gene expression: the active chromatin hub","no",[]
"10.1016/j.molcel.2015.09.023","CTCF Binding Polarity Determines Chromatin Looping","no",[]
"10.1016/j.gde.2012.11.011","Chromatin organization: form to function","no",[]
"10.1016/j.ymeth.2020.05.025","Free energy-based model of CTCF-mediated chromatin looping in the human genome","no",[]
"10.1016/j.tplants.2023.07.008","HSFA1a: the quarterback of heat stress response and 3D-chromatin organization","no",[]
"","ATAC-See: A Tn5 Transposase-Mediated Assay for Detection of Chromatin Accessibility with Imaging","no",[]
"10.1093/nar/gkae530","Machine learning enables pan-cancer identification of mutational hotspots at persistent CTCF binding sites","no",[]
"10.1016/j.bmc.2016.09.071","Discovery, design and synthesis of 6<i>H</i>-anthra[1,9-<i>cd</i>]isoxazol-6-one scaffold as G9a inhibitor through a combination of shape-based virtual screening and structure-based molecular modification","no",[]
"10.1101/gr.279274.124","A fast and adaptive detection framework for genome-wide chromatin loop mapping from Hi-C data","no",[]
"10.1093/nar/gkac600","NURF301 contributes to gypsy chromatin insulator-mediated nuclear organization","no",[]
"10.1093/nar/gkab337","OpenAnnotate: a web server to annotate the chromatin accessibility of genomic regions","no",[]
"10.3389/fcell.2021.671857","Lnc-GD2H Promotes Proliferation by Forming a Feedback Loop With c-Myc and Enhances Differentiation Through Interacting With NACA to Upregulate Myog in C2C12 Myoblasts","no",[]
"10.1126/sciadv.abo3648","Integration of 3D genome topology and local chromatin features uncovers enhancers underlying craniofacial-specific cartilage defects","no",[]
"10.1038/s41467-020-15607-z","Chromatin architecture reorganization in murine somatic cell nuclear transfer embryos","no",[]
"10.1158/0008-5472.CAN-22-0290","Ancient Human Endogenous Retroviruses Contribute to Genetic Evolution and Regulate Cancer Cell Type- Specific Gene Expression","no",[]
"10.1186/s11658-023-00428-x","3D genomics and its applications in precision medicine","no",[]
"10.1038/s41421-022-00416-z","Dynamic 3D genome reorganization during development and metabolic stress of the porcine liver","yes",[]
"10.1016/j.molcel.2023.03.009","Structural elements promote architectural stripe formation and facilitate ultra-long-range gene regulation at a human disease locus","no",[]
"10.1016/j.celrep.2020.108679","Three-dimensional interactions between enhancers and promoters during intestinal differentiation depend upon HNF4","no",[]
"10.3389/fgene.2019.00785","Chicken or Egg: Is Clonal Hematopoiesis Primarily Caused by Genetic or Epigenetic Aberrations?","no",[]
"10.1107/S1744309110010080","Crystallization and preliminary X-ray diffraction analysis of the dimerization domain of the tumour suppressor ING4","no",[]
"10.1093/nar/gkw1114","Different enhancer classes in Drosophila bind distinct architectural proteins and mediate unique chromatin interactions and 3D architecture","no",[]
"10.1080/19491034.2015.1096467","Topologically Associating Domains: An invariant framework or a dynamic scaffold?","no",[]
"10.1038/s41590-018-0184-1","Control of inducible gene expression links cohesin to hematopoietic progenitor self-renewal and differentiation","no",[]
"10.3389/fgene.2020.00033","Radial Organization in the Mammalian Nucleus","no",[]
"10.1590/0074-02760190242","A new gene inventory of the ubiquitin and ubiquitin-like conjugation pathways in <i>Giardia intestinalis</i>","no",[]
"10.1038/s41467-021-24641-4","The chromatin, topological and regulatory properties of pluripotency-associated poised enhancers are conserved in vivo","no",[]
"10.1126/sciadv.1500882","Reorganization of chromosome architecture in replicative cellular senescence","yes",[]
"10.1186/s12859-020-03652-w","SpectralTAD: an R package for defining a hierarchy of topologically associated domains using spectral clustering","no",[]
"10.5802/crbiol.106","Long non-coding RNAs reveal new regulatory mechanisms controlling gene expression","no",[]
"10.1016/j.febslet.2015.05.037","The 4D nucleome: Evidence for a dynamic nuclear landscape based on co-aligned active and inactive nuclear compartments","no",[]
"10.1186/s13072-017-0146-0","Initial high-resolution microscopic mapping of active and inactive regulatory sequences proves non-random 3D arrangements in chromatin domain clusters","no",[]
"10.1038/s41467-020-19876-6","Cohesin depleted cells rebuild functional nuclear compartments after endomitosis","no",[]
"","Determination of the 3D Genome Organization of Bacteria Using Hi-C","no",[]
"10.1021/acsbiomaterials.9b00161","Effects of Culture Condition on Epigenomic Profiles of Brain Tumor Cells","no",[]
"10.1093/nar/gkv1292","The 3D folding of metazoan genomes correlates with the association of similar repetitive elements","no",[]
"10.1016/j.molcel.2023.01.014","A <i>de novo</i> transcription-dependent TAD boundary underpins critical multiway interactions during antibody class switch recombination","no",[]
"10.1016/j.celrep.2023.112361","The magic of unraveling genome architecture and function","no",[]
"10.1186/1471-2407-8-181","Chrysotile effects on human lung cell carcinoma in culture: 3-D reconstruction and DNA quantification by image analysis","no",[]
"10.1101/gr.233288.117","4q-D4Z4 chromatin architecture regulates the transcription of muscle atrophic genes in facioscapulohumeral muscular dystrophy","no",[]
"10.1016/j.gde.2016.01.002","The three-dimensional cancer genome","no",[]
"10.1073/pnas.2120555119","Conservation of chromatin conformation in carnivores","no",[]
"10.1093/bfgp/elq018","How genome-wide approaches can be used to unravel the remaining secrets of the imprintome","no",[]
"10.1093/nar/gky763","Transcription-driven genome organization: a model for chromosome structure and the regulation of gene expression tested through simulations","yes",[]
"10.1093/nar/gkaa069","Measuring significant changes in chromatin conformation with ACCOST","no",[]
"10.1016/j.molcel.2011.11.021","A Specific Function for the Histone Chaperone NASP to Fine-Tune a Reservoir of Soluble H3-H4 in the Histone Supply Chain","no",[]
"10.1038/s41467-023-35909-2","Interphase chromosomes of the <i>Aedes aegypti</i> mosquito are liquid crystalline and can sense mechanical cues","yes",[]
"10.1038/s41467-022-31856-6","Loop-extrusion and polymer phase-separation can co-exist at the single-molecule level to shape chromatin folding","yes",[]
"10.1038/s41467-020-17141-4","Polymer physics indicates chromatin folding variability across single-cells results from state degeneracy in phase separation","yes",[]
"10.3390/ijms24043660","Unveiling the Machinery behind Chromosome Folding by Polymer Physics Modeling","yes",[]
"10.1007/978-3-030-48340-1_44","Hybrid Machine Learning and Polymer Physics Approach to Investigate 3D Chromatin Structure","yes",[]
"10.3390/ijms251810215","Polymer Physics Models Reveal Structural Folding Features of Single-Molecule Gene Chromatin Conformations","yes",[]
"10.1186/s13059-020-01998-1","Wheat chromatin architecture is organized in genome territories and transcription factories","no",[]
"10.1073/pnas.1002059108","A chromatin insulator driving three-dimensional Polycomb response element (PRE) contacts and Polycomb association with the chromatin fiber","no",[]
"10.1093/humrep/deh750","<i>In vitro</i> maturation of human oocytes and cumulus cells using a co-culture three-dimensional collagen gel system","no",[]
"10.1101/gr.277698.123","Integration site-dependent HIV-1 promoter activity shapes host chromatin conformation","no",[]
"10.3390/ijms22052599","<i>CFTR</i> Cooperative <i>Cis</i>-Regulatory Elements in Intestinal Cells","no",[]
"10.1016/j.tig.2021.10.003","The H2A.Z-nuclesome code in mammals: emerging functions","no",[]
"10.1002/cplu.202400339","<i>In Silico</i> Design, Chemical Synthesis, Biophysical and <i>in Vitro</i> Evaluation for the Identification of 1-Ethyl-1<i>H</i>-Pyrazolo[3,4-<i>b</i>]Pyridine-Based BRD9 Binders","no",[]
"10.1371/journal.pgen.1011331","Regulators of rDNA array morphology in fission yeast","no",[]
"10.1016/j.molcel.2020.12.013","Euryarchaeal genomes are folded into SMC-dependent loops and domains, but lack transcription-mediated compartmentalization","no",[]
"10.1038/s41467-022-29343-z","CRISPR-mediated multiplexed live cell imaging of nonrepetitive genomic loci with one guide RNA per locus","no",[]
"","Visualizing the Spatial Relationship of the Genome with the Nuclear Envelope Using Fluorescence In Situ Hybridization","no",[]
"10.1038/s41467-018-05697-1","High-resolution visualization of H3 variants during replication reveals their controlled recycling","no",[]
"10.1093/nar/gkz908","CTCF-dependent chromatin boundaries formed by asymmetric nucleosome arrays with decreased linker length","no",[]
"10.1016/j.jsb.2008.08.006","Single particle EM studies of the <i>Drosophila melanogaster</i> origin recognition complex and evidence for DNA wrapping","no",[]
"10.1083/jcb.202403165","Near millimolar concentration of nucleosomes in mitotic chromosomes from late prometaphase into anaphase","no",[]
"10.1002/1873-3468.12424","Enhancers and their dynamics during hematopoietic differentiation and emerging strategies for therapeutic action","no",[]
"10.1038/ng.3848","Stable Polycomb-dependent transgenerational inheritance of chromatin states in <i>Drosophila</i>","no",[]
"10.1016/j.csbj.2021.05.013","PredTAD: A machine learning framework that models 3D chromatin organization alterations leading to oncogene dysregulation in breast cancer cell lines","no",[]
"10.1186/1741-7007-2-12","The three-dimensional organization of telomeres in the nucleus of mammalian cells","no",[]
"10.1242/bio.059091","The importance of considering regulatory domains in genome-wide analyses - the nearest gene is often wrong!","no",[]
"10.1038/s41467-022-29541-9","STAG2 regulates interferon signaling in melanoma via enhancer loop reprogramming","no",[]
"10.1371/journal.pcbi.1009596","Deciphering the molecular mechanism of the cancer formation by chromosome structural dynamics","yes",[]
"10.1002/advs.202001572","Microscopic Chromosomal Structural and Dynamical Origin of Cell Differentiation and Reprogramming","yes",[]
"10.1002/advs.202103617","Uncovering the Quantitative Relationships Among Chromosome Fluctuations, Epigenetics, and Gene Expressions of Transdifferentiation on Waddington Landscape","no",[]
"10.1016/j.molcel.2020.07.002","The 3D Topography of Mitotic Chromosomes","no",[]
"10.1016/j.celrep.2023.112897","CEBPA phase separation links transcriptional activity and 3D chromatin hubs","no",[]
"10.3389/fcell.2022.886718","V(D)J Recombination: Recent Insights in Formation of the Recombinase Complex and Recruitment of DNA Repair Machinery","no",[]
"10.1016/j.ymeth.2019.06.023","Chromosome conformation capture that detects novel <i>cis</i>- and <i>trans</i>-interactions in budding yeast","no",[]
"10.1128/MCB.00292-17","Heat Shock Protein Genes Undergo Dynamic Alteration in Their Three-Dimensional Structure and Genome Organization in Response to Thermal Stress","no",[]
"10.1038/s41598-019-42953-w","Modulation of chromatin remodeling proteins SMYD1 and SMARCD1 promotes contractile function of human pluripotent stem cell-derived ventricular cardiomyocyte in 3D-engineered cardiac tissues","no",[]
"10.1101/cshperspect.a000604","Nuclear Organization and Dosage Compensation","no",[]
"10.1038/s41467-021-22201-4","Widespread reorganisation of pluripotent factor binding and gene regulatory interactions between human pluripotent states","no",[]
"10.1038/s41467-023-36364-9","Widespread contribution of transposable elements to the rewiring of mammalian 3D genomes","no",[]
"10.1186/s13059-019-1916-8","Co-opted transposons help perpetuate conserved higher-order chromosomal structures","no",[]
"10.3390/genes11101176","Chromatin Interaction Changes during the iPSC-NPC Model to Facilitate the Study of Biologically Significant Genes Involved in Differentiation","no",[]
"10.4049/jimmunol.1301279","Deep Sequencing of the Murine <i>Igh</i> Repertoire Reveals Complex Regulation of Nonrandom V Gene Rearrangement Frequencies","no",[]
"10.3389/fimmu.2014.00049","CTCF and ncRNA regulate the three-dimensional structure of antigen receptor loci to facilitate V(D)J recombination","no",[]
"10.6564/JKMRS.2021.25.2.017","Backbone assignment of HMGB1 A-box and molecular interaction with Hoxc9DBD studied by paramagnetic probe","no",[]
"10.1038/s41598-018-26168-z","The programmed DNA elimination and formation of micronuclei in germ line cells of the natural hybridogenetic water frog <i>Pelophylax esculentus</i>","no",[]
"10.3389/fcell.2018.00023","Microenvironment-Cell Nucleus Relationship in the Context of Oxidative Stress","no",[]
"10.1016/j.conb.2019.05.009","Three-dimensional chromosome architecture and drug addiction","no",[]
"10.1038/s41467-024-46178-y","Functionalized graphene-oxide grids enable high-resolution cryo-EM structures of the SNF2h-nucleosome complex without crosslinking","no",[]
"10.1186/s12864-024-10885-z","HiCDiffusion - diffusion-enhanced, transformer-based prediction of chromatin interactions from DNA sequences","no",[]
"10.1038/s41598-023-38865-5","Enhanced performance of gene expression predictive models with protein-mediated spatial chromatin interactions","no",[]
"10.15302/J-QB-022-0315","Prediction of chromatin looping using deep hybrid learning (DHL)","no",[]
"10.1371/journal.pgen.1010010","Genome-wide chromatin contacts of super-enhancer-associated lncRNA identify LINC01013 as a regulator of fibrosis in the aortic valve","no",[]
"10.15252/embj.201899769","Frozen-hydrated chromatin from metaphase chromosomes has an interdigitated multilayer structure","no",[]
"10.3389/fnins.2017.00559","A Polymer Physics Investigation of the Architecture of the Murine Orthologue of the <i>7q11</i>.<i>23</i> Human Locus","yes",[]
"10.1016/j.bpj.2020.07.007","The Interplay between Phase Separation and Gene-Enhancer Communication: A Theoretical Study","yes",[]
"10.1016/j.celrep.2020.01.044","A Dynamic Folded Hairpin Conformation Is Associated with α-Globin Activation in Erythroid Cells","yes",[]
"10.1111/febs.15762","Physical mechanisms of chromatin spatial organization","yes",[]
"10.1038/srep29775","Polymer physics of chromosome large-scale 3D organisation","yes",[]
"10.1038/s41467-024-48370-6","Multiscale modelling of chromatin 4D organization in SARS-CoV-2 infected cells","yes",[]
"10.1016/j.tig.2021.11.001","Predicting genome organisation and function with mechanistic modelling","no",[]
"10.3389/fmolb.2022.959688","Every gene everywhere all at once: High-precision measurement of 3D chromosome architecture with single-cell Hi-C","no",[]
"10.1016/j.gde.2013.11.016","Polycomb silencing: from linear chromatin domains to 3D chromosome folding","no",[]
"10.1371/journal.pgen.1002465","Progressive Polycomb Assembly on H3K27me3 Compartments Generates Polycomb Bodies with Developmentally Regulated Motion","no",[]
"10.1177/002215540305101102","Three-dimensional organization of pKi-67: a comparative fluorescence and electron tomography study using fluoronanogold","no",[]
"10.1016/j.tig.2022.06.016","New mechanism of chromatin compartmentalization by BRD2","no",[]
"10.7554/eLife.60312","Exploring chromosomal structural heterogeneity across multiple cell lines","yes",[]
"10.1186/s40104-023-00855-y","Dynamic chromatin architectures provide insights into the genetics of cattle myogenesis","no",[]
"10.1016/j.jia.2023.04.007","3D genome organization and its study in livestock breeding","yes",[]
"10.1038/s41588-024-01681-2","Increased enhancer-promoter interactions during developmental enhancer activation in mammals","no",[]
"10.3390/genes13101864","A Tremendous Reorganization Journey for the 3D Chromatin Structure from Gametes to Embryos","no",[]
"10.1083/jcb.201807108","Mapping 3D genome organization relative to nuclear compartments using TSA-Seq as a cytological ruler","no",[]
"10.3389/fgene.2021.681206","LISA2: Learning Complex Single-Cell Trajectory and Expression Trends","no",[]
"10.1093/plphys/kiad348","Genome-wide high-throughput chromosome conformation capture analysis reveals hierarchical chromatin interactions during early somatic embryogenesis","no",[]
"10.1016/j.gde.2024.102234","Enhancers on the edge - how the nuclear envelope controls gene regulatory elements","no",[]
"10.1667/RR3538.1","Imaging features that discriminate between foci induced by high- and low-LET radiation in human fibroblasts","no",[]
"10.1063/5.0107663","Insights into the cell fate decision-making processes from chromosome structural reorganizations","no",[]
"10.1038/nature14450","Condensin-driven remodelling of X chromosome topology during dosage compensation","no",[]
"10.1038/nsmb.3432","PAR-TERRA directs homologous sex chromosome pairing","no",[]
"","Three dimensional analysis of histone methylation patterns in normal and tumor cell nuclei","no",[]
"10.1103/PhysRevE.104.054402","Dynamic and equilibrium properties of finite-size polymer models of chromosome folding","no",[]
"10.2217/NNM.12.21","Modification of plasmid DNA topology by `histone-mimetic' gold nanoparticles","no",[]
"","Lens Development and Crystallin Gene Expression","no",[]
"","Rise, fall and resurrection of chromosome territories: a historical perspective Part II. Fall and resurrection of chromosome territories during the 1950S to 1980s. Part III. Chromosome territories and the functional nuclear architecture: experiments and models from the 1990s to the present","no",[]
"","Skin optics revisited by <i>in vivo</i> confocal microscopy:: Melanin and sun exposure","no",[]
"10.1016/j.dnarep.2023.103550","Spatio-temporal dynamics of the DNA glycosylase OGG1 in finding and processing 8-oxoguanine","no",[]
"10.1007/s11032-019-0990-7","Effective <bold>introgression</bold> of wheat D-genome chromosomes into hexaploid triticale (x Triticosecale Wittm.) using trigeneric hybrids","no",[]
"10.1038/s41568-024-00684-9","Developmental origins shape the paediatric cancer genome","no",[]
"10.1007/s40588-024-00230-z","Update on the Regulation and Maintenance of Epstein-Barr Virus Latency","no",[]
"10.1021/acsbiomaterials.7b00087","Gradient-on-a-Chip with Reactive Oxygen Species Reveals Thresholds in the Nucleus Response of Cancer Cells Depending on the Matrix Environment","no",[]
"10.1038/s41577-022-00774-5","Three-dimensional genome organization in immune cell fate and function","no",[]
"10.1071/RD10249","Nuclear architecture in developmental biology and cell specialisation","no",[]
"10.1038/ng.3674","Modeling disease risk through analysis of physical interactions between genetic variants within chromatin regulatory circuitry","no",[]
"","Chromosome territories, interchromatin domain compartment, and nuclear matrix: An integrated view of the functional nuclear architecture","no",[]
"","Linking the linear DNA sequence organization on metaphase chromosomes with 3D chromatin architecture in interphase nuclei of normal and malignant cells","no",[]
"10.1016/j.sbi.2022.102418","Uncovering the statistical physics of 3D chromosomal organization using data-driven modeling","no",[]
"10.1016/j.gde.2023.102023","Recent progress and challenges in single-cell imaging of enhancer-promoter interaction","no",[]
"10.1038/ni.3232","A discrete chromatin loop in the mouse <i>Tcra</i>-<i>Tcrd</i> locus shapes the TCRδ and TCRα repertoires","no",[]
"10.1016/S0968-4328(97)00050-4","High resolution microanalysis and three-dimensional nucleosome structure associated with transcribing chromatin","no",[]
"10.1080/17445760.2019.1643020","Efficient computational implementation of polymer physics models to explore chromatin structure","no",[]
"10.1007/s11825-008-0132-9","3D fluorescent in situ hybridization and nuclear architecture","no",[]
"10.1023/A:1012495201697","Non-random radial higher-order chromatin arrangements in nuclei of diploid human cells","no",[]
"","Isometric 3D Imaging of Cellular Samples Using Optical Projection Tomographic Microscopy","no",[]
"10.1016/j.jmb.2014.09.013","Chromatin-Driven Behavior of Topologically Associating Domains","no",[]
"","Deciphering Noncoding RNA and Chromatin Interactions: Multiplex Chromatin Interaction Analysis by Paired-End Tag Sequencing (mChIA-PET)","no",[]
"10.1038/s41586-019-1812-0","Key role for CTCF in establishing chromatin structure in human embryos","no",[]
"10.14283/jpad.2024.52","Prediction of Alzheimer's Disease Based on 3D Genome Selected circRNA","no",[]
"10.1080/10409238.2019.1679082","The multiscale effects of polycomb mechanisms on 3D chromatin folding","no",[]
"10.1007/s10867-012-9294-4","Structure-driven homology pairing of chromatin fibers: the role of electrostatics and protein-induced bridging","no",[]
"10.1042/BST20220763","The influence of high-order chromatin state in the regulation of stem cell fate","no",[]
"","Using RNA Tags for Multicolor Live Imaging of Chromatin Loci and Transcription in Drosophila Embryos","no",[]
"10.1080/19491034.2017.1280209","Chromosome conformation and gene expression patterns differ profoundly in human fibroblasts grown in spheroids versus monolayers","no",[]
"10.1080/19491034.2014.1003745","Chromosome Conformation of Human Fibroblasts Grown in 3-Dimensional Spheroids","no",[]
"10.1073/pnas.1505822112","Functional organization of the human 4D Nucleome","no",[]
"10.1093/nar/gkt1294","Dissecting the chromatin interactome of microRNA genes","no",[]
"10.1016/j.celrep.2019.11.065","Spatial Genome Re-organization between Fetal and Adult Hematopoietic Stem Cells","no",[]
"10.1126/sciadv.1602231","Three-dimensional positioning and structure of chromosomes in a human prophase nucleus","no",[]
"10.1093/bib/bbae306","Stratifying TAD boundaries pinpoints focal genomic regions of regulation, damage, and repair","no",[]
"10.3389/fcell.2020.00319","Genome Editing Fidelity in the Context of DNA Sequence and Chromatin Structure","no",[]
"10.1242/jcs.258798","Transcription of rRNA in early mouse embryos promotes chromatin reorganization and expression of major satellite repeats","no",[]
"10.1002/advs.202202149","D<SUP>2</SUP> Plot, a Matrix of DNA Density and Distance to Periphery, Reveals Functional Genome Regions","no",[]
"10.3791/50087","Combined Immunofluorescence and DNA FISH on 3D-preserved Interphase Nuclei to Study Changes in 3D Nuclear Organization","no",[]
